dataset,weight,config,search,N,D,Mcoef,nbits,k,ef,build_ms,memory_mb,avg_us,p50_us,p95_us,qps,batch_qps,recall_at_k,exact_avg_us,speedup_vs_exact,fftw
gaussian,sobolev,posterior_m32_b64,posterior,8192,256,32,64,10,10,39.153,1.188,112.407,113.220,116.932,8896.2,8932.7,0.002083,3832.644,34.10,0
gaussian,sobolev,posterior_m32_b64,posterior,8192,256,32,64,10,20,39.153,1.188,113.407,114.179,117.859,8817.8,8823.9,0.002083,3832.644,33.80,0
gaussian,sobolev,posterior_m32_b64,posterior,8192,256,32,64,10,40,39.153,1.188,116.228,116.931,120.612,8603.7,8677.8,0.004167,3832.644,32.98,0
gaussian,sobolev,posterior_m32_b64,posterior,8192,256,32,64,10,80,39.153,1.188,119.912,120.644,125.316,8339.5,8458.0,0.004167,3832.644,31.96,0
gaussian,sobolev,posterior_m32_b64,posterior,8192,256,32,64,10,160,39.153,1.188,126.639,126.148,131.780,7896.5,8196.5,0.008333,3832.644,30.26,0
gaussian,sobolev,posterior_m32_b64,posterior,8192,256,32,64,10,8192,39.153,1.188,182.085,181.830,183.142,5492.0,5537.4,0.002083,3832.644,21.05,0
gaussian,identity,hamming_full,hamming,8192,256,256,64,10,10,140.942,8.376,75.040,75.138,84.035,13326.3,14097.5,0.006250,3833.519,51.09,0
gaussian,identity,hamming_full,hamming,8192,256,256,64,10,20,140.942,8.376,73.218,72.163,83.971,13657.8,14058.4,0.008333,3833.519,52.36,0
gaussian,identity,hamming_full,hamming,8192,256,256,64,10,40,140.942,8.376,80.786,80.035,94.179,12378.4,12973.2,0.022917,3833.519,47.45,0
gaussian,identity,hamming_full,hamming,8192,256,256,64,10,80,140.942,8.376,94.716,92.708,109.668,10557.8,10737.1,0.056250,3833.519,40.47,0
gaussian,identity,hamming_full,hamming,8192,256,256,64,10,160,140.942,8.376,129.542,128.772,144.325,7719.5,7788.1,0.095833,3833.519,29.59,0
gaussian,identity,hamming_full,hamming,8192,256,256,64,10,8192,140.942,8.376,920.624,920.127,966.272,1086.2,1102.8,1.000000,3833.519,4.16,0
gaussian,matern,hamming_full,hamming,8192,256,256,64,10,10,140.942,8.376,73.428,73.634,82.306,13618.7,14231.4,0.000000,3828.334,52.14,0
gaussian,matern,hamming_full,hamming,8192,256,256,64,10,20,140.942,8.376,71.954,70.466,82.690,13897.8,14391.3,0.000000,3828.334,53.21,0
gaussian,matern,hamming_full,hamming,8192,256,256,64,10,40,140.942,8.376,80.100,78.786,92.035,12484.4,12783.6,0.000000,3828.334,47.79,0
gaussian,matern,hamming_full,hamming,8192,256,256,64,10,80,140.942,8.376,94.870,92.835,109.988,10540.8,10588.2,0.006250,3828.334,40.35,0
gaussian,matern,hamming_full,hamming,8192,256,256,64,10,160,140.942,8.376,129.204,128.996,139.108,7739.7,7514.0,0.016667,3828.334,29.63,0
gaussian,matern,hamming_full,hamming,8192,256,256,64,10,8192,140.942,8.376,942.588,940.383,959.936,1060.9,1099.2,1.000000,3828.334,4.06,0
gaussian,sobolev,hamming_full,hamming,8192,256,256,64,10,10,140.942,8.376,73.428,73.763,82.306,13618.8,14177.0,0.000000,3832.644,52.20,0
gaussian,sobolev,hamming_full,hamming,8192,256,256,64,10,20,140.942,8.376,72.436,72.003,83.842,13805.3,14364.9,0.000000,3832.644,52.91,0
gaussian,sobolev,hamming_full,hamming,8192,256,256,64,10,40,140.942,8.376,79.728,77.987,92.579,12542.7,12602.5,0.006250,3832.644,48.07,0
gaussian,sobolev,hamming_full,hamming,8192,256,256,64,10,80,140.942,8.376,95.550,94.083,111.012,10465.7,10566.9,0.018750,3832.644,40.11,0
gaussian,sobolev,hamming_full,hamming,8192,256,256,64,10,160,140.942,8.376,129.145,129.125,139.684,7743.2,7593.4,0.041667,3832.644,29.68,0
gaussian,sobolev,hamming_full,hamming,8192,256,256,64,10,8192,140.942,8.376,945.271,943.583,956.351,1057.9,1094.5,1.000000,3832.644,4.05,0
gaussian,identity,posterior_full,posterior,8192,256,256,64,10,10,140.617,8.376,129.603,129.508,135.845,7715.9,8022.2,0.012500,3833.519,29.58,0
gaussian,identity,posterior_full,posterior,8192,256,256,64,10,20,140.617,8.376,129.937,129.797,135.620,7696.0,7637.4,0.031250,3833.519,29.50,0
gaussian,identity,posterior_full,posterior,8192,256,256,64,10,40,140.617,8.376,141.037,140.997,147.109,7090.4,7224.2,0.047917,3833.519,27.18,0
gaussian,identity,posterior_full,posterior,8192,256,256,64,10,80,140.617,8.376,159.086,159.110,168.357,6285.9,6308.7,0.102083,3833.519,24.10,0
gaussian,identity,posterior_full,posterior,8192,256,256,64,10,160,140.617,8.376,194.399,195.046,201.799,5144.1,5066.6,0.156250,3833.519,19.72,0
gaussian,identity,posterior_full,posterior,8192,256,256,64,10,8192,140.617,8.376,933.189,937.150,957.823,1071.6,1093.2,1.000000,3833.519,4.11,0
gaussian,matern,posterior_full,posterior,8192,256,256,64,10,10,140.617,8.376,128.680,129.412,133.604,7771.2,7955.9,0.002083,3828.334,29.75,0
gaussian,matern,posterior_full,posterior,8192,256,256,64,10,20,140.617,8.376,129.094,129.412,133.892,7746.3,7798.4,0.002083,3828.334,29.66,0
