dataset,weight,config,search,N,D,Mcoef,nbits,k,ef,build_ms,memory_mb,avg_us,p50_us,p95_us,qps,batch_qps,recall_at_k,exact_avg_us,speedup_vs_exact,fftw
clustered,identity,hamming_full,hamming,4096,64,64,64,10,40,3.502,1.078,31.819,31.777,35.682,31427.5,157599.0,0.250000,458.557,14.41,1
clustered,identity,hamming_full,hamming,4096,64,64,64,10,80,3.502,1.078,32.677,32.834,36.609,30602.4,155418.3,0.428125,458.557,14.03,1
clustered,identity,hamming_full,hamming,4096,64,64,64,10,160,3.502,1.078,35.642,35.937,40.386,28056.5,141878.6,0.765625,458.557,12.87,1
clustered,identity,hamming_full,hamming,4096,64,64,64,10,4096,3.502,1.078,38.196,37.505,40.258,26181.1,30567.7,1.000000,458.557,12.01,1
clustered,matern,hamming_full,hamming,4096,64,64,64,10,10,3.502,1.078,28.645,27.938,32.833,34910.0,149762.3,0.084375,454.532,15.87,1
clustered,matern,hamming_full,hamming,4096,64,64,64,10,20,3.502,1.078,29.175,29.537,33.218,34275.7,169744.2,0.143750,454.532,15.58,1
clustered,matern,hamming_full,hamming,4096,64,64,64,10,40,3.502,1.078,34.063,31.489,35.841,29357.1,156709.1,0.237500,454.532,13.34,1
clustered,matern,hamming_full,hamming,4096,64,64,64,10,80,3.502,1.078,32.660,32.322,38.785,30618.2,154960.7,0.418750,454.532,13.92,1
clustered,matern,hamming_full,hamming,4096,64,64,64,10,160,3.502,1.078,36.241,36.098,40.897,27592.7,141838.3,0.731250,454.532,12.54,1
clustered,matern,hamming_full,hamming,4096,64,64,64,10,4096,3.502,1.078,37.271,37.314,39.650,26830.2,37450.3,1.000000,454.532,12.20,1
clustered,sobolev,hamming_full,hamming,4096,64,64,64,10,10,3.502,1.078,30.115,28.930,33.953,33205.8,165666.6,0.084375,459.417,15.26,1
clustered,sobolev,hamming_full,hamming,4096,64,64,64,10,20,3.502,1.078,29.229,29.025,34.113,34212.5,169917.2,0.150000,459.417,15.72,1
clustered,sobolev,hamming_full,hamming,4096,64,64,64,10,40,3.502,1.078,31.401,31.457,37.122,31845.9,157921.7,0.250000,459.417,14.63,1
clustered,sobolev,hamming_full,hamming,4096,64,64,64,10,80,3.502,1.078,32.439,32.418,37.506,30826.8,154888.7,0.434375,459.417,14.16,1
clustered,sobolev,hamming_full,hamming,4096,64,64,64,10,160,3.502,1.078,35.978,35.522,41.378,27794.4,142404.5,0.756250,459.417,12.77,1
clustered,sobolev,hamming_full,hamming,4096,64,64,64,10,4096,3.502,1.078,37.362,37.089,39.682,26764.8,10897.1,1.000000,459.417,12.30,1
clustered,identity,posterior_full,posterior,4096,64,64,64,10,10,1.708,1.078,57.993,54.466,57.890,17243.4,78164.7,0.093750,458.557,7.91,1
clustered,identity,posterior_full,posterior,4096,64,64,64,10,20,1.708,1.078,54.105,54.370,56.611,18482.5,77769.6,0.159375,458.557,8.48,1
clustered,identity,posterior_full,posterior,4096,64,64,64,10,40,1.708,1.078,55.099,55.010,57.858,18149.1,76725.4,0.259375,458.557,8.32,1
clustered,identity,posterior_full,posterior,4096,64,64,64,10,80,1.708,1.078,57.947,57.730,60.098,17257.1,73112.6,0.450000,458.557,7.91,1
clustered,identity,posterior_full,posterior,4096,64,64,64,10,160,1.708,1.078,61.164,61.154,63.490,16349.4,71405.5,0.775000,458.557,7.50,1
clustered,identity,posterior_full,posterior,4096,64,64,64,10,4096,1.708,1.078,37.741,37.601,40.514,26496.1,37119.5,1.000000,458.557,12.15,1
clustered,matern,posterior_full,posterior,4096,64,64,64,10,10,1.708,1.078,52.901,53.090,55.939,18903.2,77080.0,0.087500,454.532,8.59,1
clustered,matern,posterior_full,posterior,4096,64,64,64,10,20,1.708,1.078,53.633,53.922,55.842,18645.2,77751.4,0.146875,454.532,8.47,1
clustered,matern,posterior_full,posterior,4096,64,64,64,10,40,1.708,1.078,54.829,55.010,57.602,18238.5,74970.8,0.231250,454.532,8.29,1
clustered,matern,posterior_full,posterior,4096,64,64,64,10,80,1.708,1.078,61.708,56.866,60.771,16205.3,75105.9,0.434375,454.532,7.37,1
clustered,matern,posterior_full,posterior,4096,64,64,64,10,160,1.708,1.078,61.178,60.834,63.491,16345.6,64928.3,0.725000,454.532,7.43,1
