dataset,weight,config,search,N,D,Mcoef,nbits,k,ef,build_ms,memory_mb,avg_us,p50_us,p95_us,qps,batch_qps,recall_at_k,exact_avg_us,speedup_vs_exact,fftw
clustered,matern,gray_full,gray,8192,256,256,64,10,8192,9.035,8.376,270.079,263.115,293.740,3702.6,3192.6,1.000000,3875.716,14.35,1
clustered,sobolev,gray_full,gray,8192,256,256,64,10,10,9.035,8.376,5.570,5.568,6.528,179526.5,1266825.0,0.045833,3879.725,696.51,1
clustered,sobolev,gray_full,gray,8192,256,256,64,10,20,9.035,8.376,6.250,6.208,6.880,159993.6,994653.7,0.077083,3879.725,620.73,1
clustered,sobolev,gray_full,gray,8192,256,256,64,10,40,9.035,8.376,9.246,8.960,10.752,108158.5,681479.4,0.104167,3879.725,419.63,1
clustered,sobolev,gray_full,gray,8192,256,256,64,10,80,9.035,8.376,15.224,14.848,18.240,65686.1,401163.4,0.220833,3879.725,254.84,1
clustered,sobolev,gray_full,gray,8192,256,256,64,10,160,9.035,8.376,26.623,25.121,31.553,37561.5,188482.2,0.366667,3879.725,145.73,1
clustered,sobolev,gray_full,gray,8192,256,256,64,10,8192,9.035,8.376,268.590,263.786,289.003,3723.2,3509.7,1.000000,3879.725,14.44,1
clustered,identity,hamming_m32_b64,hamming,8192,256,32,64,10,10,5.167,1.188,50.967,49.698,60.450,19620.4,16367.9,0.056250,3878.607,76.10,1
clustered,identity,hamming_m32_b64,hamming,8192,256,32,64,10,20,5.167,1.188,51.273,50.306,59.938,19503.6,85799.2,0.089583,3878.607,75.65,1
clustered,identity,hamming_m32_b64,hamming,8192,256,32,64,10,40,5.167,1.188,55.515,52.802,63.170,18013.0,85098.2,0.131250,3878.607,69.87,1
clustered,identity,hamming_m32_b64,hamming,8192,256,32,64,10,80,5.167,1.188,53.506,54.242,63.298,18689.5,83330.2,0.170833,3878.607,72.49,1
clustered,identity,hamming_m32_b64,hamming,8192,256,32,64,10,160,5.167,1.188,56.107,56.610,64.867,17823.1,79941.5,0.183333,3878.607,69.13,1
clustered,identity,hamming_m32_b64,hamming,8192,256,32,64,10,8192,5.167,1.188,49.244,47.554,50.370,20307.1,38405.9,0.195833,3878.607,78.76,1
clustered,matern,hamming_m32_b64,hamming,8192,256,32,64,10,10,5.167,1.188,49.905,49.538,59.426,20038.0,86666.8,0.041667,3875.716,77.66,1
